daya_listrik,kulkas_inverter,kulkas_num,kulkas_power,kulkas_consume_hour,ac_inverter,ac_num,ac_consume_hour,ac_power,lamp_type,lamp_num,lamp_consume_hour,lamp_power,co2_per_month,kwh_per_month,price_per_month
450,belum,18,240,14,sudah,17,20,370,pijar,32,12,62,34016.15,6302.64,2615595.6
1300,sudah,5,200,2,sudah,6,13,220,pijar,8,12,81,7307.25,808.08,1166867.52
3500,sudah,20,160,1,sudah,8,18,190,pijar,22,4,30,12942.38,996.0,1692204.0
1300,sudah,14,290,4,sudah,5,10,10,neon,1,23,6,4586.29,506.34,731154.96
5500,belum,18,10,20,sudah,8,4,190,led,1,11,33,2987.38,301.29,511891.71
900,belum,3,180,4,belum,11,8,10,pijar,40,3,15,1093.86,145.2,196310.4
900,sudah,18,200,22,sudah,1,8,390,pijar,31,20,87,5068.98,4087.8,5526705.600000001
5500,sudah,9,10,13,belum,18,9,60,neon,31,2,5,1720.97,336.0,570864.0
1300,sudah,20,10,21,belum,5,24,300,led,30,9,71,2583.59,1781.1,2571908.4
5500,belum,16,310,18,sudah,19,16,400,led,13,20,6,30443.67,6373.2,10828066.799999999
2200,sudah,9,80,20,belum,1,21,230,pijar,35,12,42,1841.5,1106.1,1597208.4
450,belum,17,240,14,sudah,12,20,250,neon,24,23,8,23159.04,3646.08,1513123.2
900,belum,2,40,9,sudah,20,11,260,pijar,40,21,32,21835.26,2544.0,3439488.0
2200,sudah,19,300,17,belum,8,11,260,pijar,21,9,17,4064.23,3689.79,5328056.76
450,sudah,6,310,24,sudah,1,21,80,pijar,17,22,79,4235.43,2275.98,944531.7
6600,sudah,2,60,15,sudah,2,6,150,led,7,13,50,1216.5,244.5,415405.5
900,sudah,2,210,5,belum,6,21,370,pijar,3,21,35,2403.45,1527.75,2065518.0
3500,sudah,12,300,0,sudah,10,22,30,neon,23,12,16,18716.41,330.48,561485.52
2200,sudah,8,180,2,belum,17,12,280,neon,16,3,59,3269.08,1884.96,2721882.24
1300,belum,19,320,12,belum,0,2,90,neon,38,8,48,2246.52,2626.56,3792752.64
5500,sudah,11,210,1,belum,12,5,240,led,28,19,95,2209.06,2017.5,3427732.5
900,belum,7,10,12,sudah,7,17,320,led,6,18,41,10976.19,1300.44,1758194.8800000001
2200,sudah,18,40,19,belum,6,16,380,neon,7,20,16,2203.27,1572.0,2269968.0
6600,sudah,10,300,5,belum,18,10,230,pijar,13,1,57,2936.79,1714.23,2912476.77
5500,sudah,10,130,14,belum,2,19,380,led,22,16,68,1760.74,1697.28,2883678.7199999997
2200,belum,9,30,11,sudah,9,0,360,pijar,37,11,40,1204.27,577.5,833910.0
2200,belum,18,180,22,belum,20,4,190,led,30,7,39,3050.56,2840.1,4101104.4
6600,sudah,19,20,9,belum,18,18,320,pijar,36,24,50,7925.56,4509.0,7660791.0
3500,belum,11,240,8,sudah,5,21,220,pijar,16,11,57,10360.42,1627.56,2765224.44
2200,sudah,18,140,6,sudah,20,11,330,neon,39,0,47,20419.13,2631.6,3800030.4
3500,belum,9,280,22,sudah,3,7,260,pijar,15,11,64,3770.31,2143.8,3642316.2
1300,sudah,5,20,14,belum,18,16,340,neon,14,21,57,5370.97,3482.34,5028498.96
1300,belum,1,160,21,sudah,9,13,290,pijar,6,10,57,10819.0,1221.3,1763557.2
3500,sudah,11,50,18,sudah,7,21,30,neon,3,16,10,12663.85,443.7,753846.2999999999
3500,belum,3,40,22,sudah,20,16,110,neon,15,17,4,27709.75,1165.8,1980694.2
3500,sudah,20,230,12,sudah,7,10,160,led,21,16,47,7886.21,2465.76,4189326.24
6600,sudah,8,90,15,belum,1,5,50,pijar,3,17,0,421.45,331.5,563218.5
6600,belum,8,80,23,belum,2,20,280,pijar,26,21,70,2874.24,1924.2,3269215.8000000003
3500,belum,14,360,14,belum,0,10,0,led,40,23,24,2405.96,2779.2,4721860.8
1300,belum,5,260,2,sudah,11,16,300,neon,0,13,84,15970.86,1662.0,2399928.0
3500,belum,4,260,22,belum,13,10,100,neon,15,22,0,2138.08,1076.4,1828803.6
3500,sudah,18,190,2,sudah,4,14,370,led,15,22,52,5791.71,1341.6,2279378.4
1300,sudah,1,320,23,sudah,12,19,270,led,15,17,17,20777.68,2197.65,3173406.6
2200,belum,9,90,19,belum,7,16,320,pijar,8,0,87,2213.39,1536.9,2219283.6
900,sudah,6,80,2,sudah,3,21,380,led,14,19,6,5928.56,794.88,1074677.76
6600,belum,1,210,10,belum,16,5,230,neon,15,8,66,1417.23,852.6,1448567.4000000001
6600,sudah,17,310,10,belum,0,3,130,neon,26,8,51,1619.71,1899.24,3226808.7600000002
450,belum,8,190,15,sudah,18,13,110,neon,12,12,75,20986.79,1780.2,738783.0
2200,sudah,3,90,6,sudah,4,5,230,pijar,11,16,49,2334.9,445.32,643042.08
5500,belum,15,360,15,sudah,2,1,290,pijar,11,9,57,2445.34,2616.69,4445756.3100000005
900,sudah,16,60,20,sudah,11,4,290,pijar,28,15,96,6189.97,2168.4,2931676.8000000003
3500,sudah,12,260,20,belum,4,16,230,pijar,10,3,74,2526.86,2380.2,4043959.8
450,sudah,10,220,24,belum,7,5,200,led,35,14,51,2447.95,2543.7,1055635.5
5500,sudah,6,260,9,belum,12,13,90,pijar,29,1,95,2140.25,925.05,1571659.95
1300,belum,11,290,24,belum,0,17,50,neon,30,23,81,3483.58,3973.5,5737734.0
1300,belum,15,350,10,belum,10,14,360,led,39,11,52,4275.43,3756.24,5424010.56
2200,sudah,15,250,22,sudah,12,3,230,led,20,2,10,5225.21,2735.4,3949917.6
1300,belum,13,100,15,belum,0,21,200,neon,29,11,18,781.42,757.26,1093483.44
1300,belum,16,310,0,belum,3,24,140,led,22,12,96,1509.02,1062.72,1534567.68
2200,sudah,18,90,7,belum,13,20,120,neon,17,6,58,3465.52,1453.68,2099113.92
900,sudah,13,100,24,sudah,6,21,340,neon,22,17,2,12496.23,2243.64,3033401.28
900,sudah,3,10,2,sudah,10,1,390,neon,11,18,57,1282.07,457.38,618377.76
900,belum,3,90,10,belum,18,0,290,pijar,14,14,34,578.1,280.92,379803.84
5500,sudah,2,290,13,sudah,5,7,270,led,38,20,43,4241.78,1490.1,2531679.9
6600,sudah,18,280,15,belum,16,19,140,led,6,6,97,5560.61,3649.56,6200602.4399999995
2200,belum,4,170,10,belum,14,15,310,pijar,37,10,52,4633.17,2734.2,3948184.8
3500,belum,19,180,5,belum,7,11,100,led,5,5,87,1327.76,809.25,1374915.75
6600,sudah,13,290,22,sudah,11,5,380,pijar,16,20,81,8270.58,3892.8,6613867.2
900,belum,19,60,19,belum,2,14,320,neon,35,14,78,2163.54,2065.2,2792150.4
1300,sudah,1,330,1,belum,12,13,100,neon,10,17,60,2042.26,783.9,1131951.5999999999
6600,sudah,3,350,18,belum,1,17,120,pijar,7,7,24,766.98,663.48,1127252.52
450,sudah,10,290,14,belum,15,19,390,neon,31,8,72,6597.99,5088.18,2111594.7
900,sudah,13,340,21,sudah,6,13,160,neon,35,9,54,9577.65,3669.3,4960893.600000001
450,sudah,1,20,4,belum,8,4,300,neon,23,19,44,1154.12,867.24,359904.6
1300,belum,11,310,11,sudah,7,11,310,pijar,8,21,24,8282.58,1962.36,2833647.84
1300,belum,2,360,1,belum,8,3,290,neon,3,13,56,457.73,295.92,427308.48000000004
1300,sudah,3,0,21,belum,0,1,320,neon,38,13,26,538.35,385.32,556402.08
2200,sudah,2,30,11,belum,7,20,310,pijar,4,12,73,2421.59,1426.92,2060472.4800000002
1300,belum,0,290,1,sudah,14,13,40,neon,11,5,11,15376.71,236.55,341578.2
450,sudah,10,330,15,belum,20,12,10,neon,9,21,69,3724.22,1948.23,808515.45
450,sudah,7,330,13,belum,9,16,120,pijar,26,12,61,3386.1,1990.26,825957.9
3500,sudah,0,50,15,sudah,15,21,80,neon,17,18,43,27289.11,1150.74,1955107.26
2200,sudah,3,110,23,belum,16,18,240,pijar,8,2,81,4372.42,2340.18,3379219.92
5500,belum,4,290,4,sudah,14,6,350,neon,37,3,9,7877.03,1051.17,1785937.83
3500,belum,10,360,1,sudah,13,15,130,led,3,12,80,17007.5,954.9,1622375.0999999999
450,belum,13,170,23,sudah,8,15,250,pijar,3,18,20,12090.16,2457.3,1019779.5000000001
1300,sudah,11,140,17,sudah,6,2,370,led,32,12,82,2578.54,1863.24,2690518.56
900,sudah,8,110,8,belum,8,1,210,neon,30,7,97,861.87,872.7,1179890.4000000001
3500,sudah,13,40,17,sudah,18,2,190,pijar,7,15,7,3623.76,492.45,836672.5499999999
900,sudah,3,250,22,sudah,9,15,340,neon,10,18,50,13023.8,2142.0,2895984.0
5500,belum,15,270,9,belum,20,1,0,neon,32,16,35,1712.3,1631.1,2771238.9
3500,sudah,6,270,24,sudah,5,12,10,led,10,14,15,6037.63,1247.4,2119332.6
1300,sudah,0,330,9,sudah,8,21,200,neon,26,3,77,14965.84,1188.18,1715731.9200000002
3500,sudah,0,300,1,sudah,15,12,110,pijar,20,22,63,16905.05,1425.6,2422094.4
6600,belum,3,120,3,sudah,16,22,70,pijar,30,9,14,30512.4,885.0,1503615.0
450,sudah,0,280,10,belum,4,16,60,neon,19,6,58,851.38,313.56,130127.4
3500,belum,6,120,1,sudah,15,10,110,led,33,24,18,13399.46,944.28,1604331.72
2200,belum,16,20,21,belum,5,9,40,pijar,10,17,9,1007.61,301.5,435366.0
3500,belum,17,230,11,belum,18,4,340,neon,20,14,82,2918.19,2713.5,4610236.5
6600,sudah,4,160,18,belum,18,5,160,led,28,18,16,1695.37,1019.52,1732164.48
3500,belum,20,200,9,belum,18,0,20,led,23,23,94,2161.61,2571.78,4369454.220000001
3500,sudah,17,220,14,belum,7,6,380,pijar,12,12,33,2392.77,2192.16,3724479.84
450,belum,9,190,22,sudah,20,13,300,pijar,12,15,81,25094.24,3906.0,1620990.0
1300,sudah,10,190,9,belum,3,16,310,neon,40,20,65,2769.68,2519.4,3638013.6
1300,sudah,1,160,7,sudah,10,18,340,led,8,8,66,16578.16,1996.32,2882686.08
450,sudah,15,210,12,belum,18,15,210,neon,21,22,69,5557.51,3791.34,1573406.1
5500,belum,3,170,23,sudah,0,12,60,led,11,11,96,588.64,700.38,1189945.6199999999
450,belum,9,220,16,sudah,2,4,260,neon,4,19,59,1632.6,1147.32,476137.8
6600,belum,2,130,21,belum,7,7,390,pijar,11,24,44,1757.5,1085.58,1844400.42
2200,belum,17,0,9,belum,5,22,20,neon,7,16,13,1124.35,109.68,158377.92
1300,belum,19,20,6,sudah,4,15,210,led,18,3,63,5466.55,548.46,791976.2400000001
3500,belum,14,170,4,sudah,5,24,110,led,12,1,29,10557.33,692.04,1175775.96
3500,belum,11,80,0,sudah,5,22,400,led,7,19,21,10292.9,1403.79,2385039.21
5500,belum,3,240,9,sudah,19,0,280,pijar,16,7,39,461.78,325.44,552922.5599999999
5500,belum,20,360,2,sudah,5,11,260,led,13,2,0,5272.15,861.0,1462839.0
3500,sudah,3,340,9,belum,3,4,300,neon,14,0,48,410.38,383.4,651396.6
5500,sudah,12,240,18,belum,0,15,280,neon,30,21,47,2246.33,2443.5,4151506.5
900,belum,17,190,16,sudah,12,21,300,pijar,39,8,53,25001.01,4314.48,5833176.959999999
450,sudah,17,270,17,belum,14,23,50,pijar,3,5,95,5127.24,2866.65,1189659.75
900,belum,20,50,14,belum,2,11,370,neon,24,20,86,1961.13,1902.6,2572315.1999999997
450,sudah,11,170,21,belum,3,9,10,neon,4,4,42,1238.23,1206.36,500639.39999999997
450,sudah,5,320,0,sudah,2,9,110,pijar,26,7,65,2150.62,414.3,171934.5
900,sudah,19,360,4,sudah,3,1,120,neon,11,3,75,991.59,905.85,1224709.2
6600,belum,12,340,7,belum,6,5,50,led,36,13,18,1277.12,1154.52,1961529.48
2200,sudah,4,10,14,sudah,7,5,200,pijar,12,17,68,3798.46,642.96,928434.2400000001
1300,sudah,1,290,17,belum,2,24,110,led,7,19,23,758.1,398.07,574813.08
6600,sudah,5,10,17,sudah,6,6,360,pijar,37,22,99,6695.91,2831.88,4811364.12
450,sudah,0,0,10,sudah,15,19,380,led,40,11,55,26951.75,3975.0,1649625.0
2200,belum,13,90,24,belum,0,1,280,neon,32,10,73,1424.34,1543.2,2228380.8000000003
2200,sudah,7,220,6,belum,7,24,0,led,21,20,50,2259.56,907.2,1309996.8
2200,belum,18,130,18,sudah,19,1,270,neon,39,1,11,2795.59,1430.37,2065454.2799999998
900,belum,12,70,10,sudah,6,6,210,pijar,16,7,53,3742.72,656.88,888101.76
900,sudah,7,10,14,belum,12,14,360,led,36,9,10,3062.81,1941.0,2624232.0
900,sudah,7,320,2,sudah,20,6,380,neon,34,18,2,11484.2,1539.12,2080890.2399999998
450,belum,15,60,19,belum,10,5,220,pijar,8,19,63,1656.2,1130.28,469066.2
900,sudah,4,220,0,belum,12,5,360,neon,0,8,46,1027.4,648.0,876096.0
6600,sudah,9,330,8,belum,4,14,30,pijar,26,0,28,1099.24,763.2,1296676.8
1300,belum,2,320,5,sudah,14,2,200,pijar,25,0,61,2542.42,264.0,381216.0
5500,sudah,12,360,11,sudah,10,16,160,neon,36,8,30,15414.08,2452.8,4167307.2
1300,sudah,12,240,23,sudah,8,16,50,neon,11,15,90,12859.22,2624.7,3790066.8
3500,sudah,19,210,10,belum,4,3,160,neon,8,2,50,1155.61,1278.6,2172341.4
6600,sudah,6,100,3,sudah,3,18,270,neon,28,24,28,5633.57,1055.88,1793940.12
450,belum,19,360,0,sudah,7,7,160,pijar,37,10,69,5530.44,1001.1,415456.5
3500,belum,20,330,24,belum,0,9,380,neon,39,3,28,3962.04,4850.28,8240625.72
6600,sudah,19,110,23,sudah,14,16,80,led,5,17,33,20398.98,2063.85,3506481.15
450,sudah,3,140,16,sudah,16,3,0,led,4,8,9,4181.92,210.24,87249.6
5500,belum,1,0,20,belum,1,2,50,pijar,4,6,11,73.46,10.92,18553.079999999998
3500,sudah,15,0,16,belum,11,1,200,pijar,26,18,22,1281.62,374.88,636921.12
1300,belum,15,290,13,sudah,0,12,190,pijar,13,17,96,2268.15,2332.98,3368823.12
2200,belum,2,360,14,sudah,16,14,0,neon,19,17,51,19442.43,796.59,1150275.96
450,sudah,19,140,1,belum,8,22,310,pijar,1,4,14,2882.19,1718.28,713086.2
2200,sudah,18,310,11,belum,5,4,160,led,18,7,50,1908.83,2126.4,3070521.6
1300,belum,0,130,20,belum,6,23,70,pijar,4,1,73,1436.58,298.56,431120.64
450,belum,9,270,13,belum,2,6,260,neon,39,5,47,1249.59,1316.25,546243.75
1300,belum,9,190,9,sudah,2,20,20,neon,30,10,23,4029.51,692.7,1000258.8
3500,belum,13,330,19,sudah,4,14,310,led,23,11,45,7364.86,3307.65,5619697.350000001
1300,sudah,11,200,4,belum,8,11,280,pijar,11,9,23,1789.03,1071.51,1547260.44
6600,sudah,3,30,8,belum,8,19,240,pijar,2,12,44,2264.26,1147.68,1949908.32
6600,sudah,12,180,7,belum,0,11,230,pijar,25,7,41,856.43,668.85,1136376.1500000001
450,belum,6,310,13,belum,10,17,150,led,14,21,73,3221.28,2134.26,885717.9000000001
2200,sudah,15,40,22,sudah,20,16,190,neon,18,18,75,29197.0,2949.0,4258356.0
2200,sudah,14,150,2,belum,4,15,220,pijar,3,20,31,1086.23,577.8,834343.2
3500,sudah,4,60,21,sudah,7,3,260,neon,17,10,41,2256.0,524.1,890445.9
6600,belum,10,240,1,belum,2,9,100,pijar,10,21,76,1008.24,604.8,1027555.2
2200,sudah,13,260,5,sudah,14,3,180,pijar,5,23,93,4546.85,1054.65,1522914.6
900,sudah,12,50,17,sudah,1,23,350,neon,22,16,46,2930.5,1033.26,1396967.52
3500,belum,12,110,19,sudah,9,17,200,pijar,6,13,43,14329.3,1771.02,3008962.98
3500,belum,2,90,10,belum,14,17,0,pijar,5,17,62,2384.89,212.1,360357.89999999997
3500,sudah,5,340,1,belum,6,18,180,neon,24,3,40,1533.64,720.6,1224299.4000000001
6600,belum,20,320,21,belum,12,11,280,pijar,5,15,98,5573.87,5361.3,9108848.700000001
2200,belum,9,310,9,sudah,14,17,100,pijar,25,3,24,21177.96,1521.3,2196757.1999999997
900,sudah,16,60,2,belum,18,21,0,pijar,13,19,92,4303.64,739.32,999560.64
450,sudah,10,0,11,belum,14,14,220,pijar,9,3,5,2787.71,1297.65,538524.75
450,sudah,7,100,0,belum,15,19,70,led,28,3,33,3019.82,681.66,282888.89999999997
5500,sudah,20,90,5,belum,13,9,400,led,34,2,90,2504.9,1857.6,3156062.4
1300,belum,9,80,6,sudah,20,20,90,led,2,23,30,34334.86,1251.0,1806444.0
3500,belum,11,280,3,sudah,13,9,140,led,35,12,72,11154.27,1675.8,2847184.1999999997
450,sudah,5,50,11,sudah,19,6,250,pijar,24,20,58,11761.03,1772.7,735670.5
1300,belum,2,50,21,belum,12,6,180,neon,35,8,93,1725.24,1233.0,1780452.0
6600,belum,14,20,3,belum,13,17,300,pijar,27,21,5,4584.51,2099.25,3566625.75
450,belum,11,160,22,sudah,13,15,310,pijar,7,20,16,18939.43,3042.3,1262554.5
450,sudah,13,100,0,sudah,15,11,130,neon,34,21,53,15464.66,1778.76,738185.4
3500,sudah,2,130,10,sudah,8,13,290,led,37,13,11,9661.58,1141.53,1939459.47
2200,sudah,19,220,5,belum,12,16,0,led,30,13,24,2473.91,907.8,1310863.2
450,belum,8,230,24,belum,3,5,390,pijar,23,11,81,2284.06,2115.09,877762.3500000001
1300,belum,15,120,23,belum,6,2,350,led,36,3,7,1293.99,1390.68,2008141.9200000002
3500,sudah,0,340,5,sudah,11,17,20,neon,7,5,52,15729.74,166.8,283393.2
3500,belum,18,100,2,sudah,11,12,40,neon,31,23,38,12174.49,1079.22,1833594.78
5500,sudah,11,130,16,belum,20,18,330,led,13,20,22,6674.42,4422.0,7512978.0
900,sudah,16,0,4,sudah,2,22,370,neon,17,12,52,4404.78,806.64,1090577.28
2200,belum,8,20,17,belum,13,3,100,neon,9,6,78,647.89,324.96,469242.24
6600,belum,3,90,24,belum,0,8,300,led,33,12,56,769.12,859.68,1460596.3199999998
5500,belum,3,270,4,belum,9,6,30,pijar,26,4,79,964.19,392.28,666483.72
5500,sudah,18,350,3,belum,12,24,40,neon,0,24,98,3222.1,912.6,1550507.4000000001
1300,sudah,20,170,20,sudah,17,9,270,pijar,37,11,37,16492.16,3731.07,5387665.08
450,belum,3,360,8,sudah,7,17,260,led,17,4,87,11004.92,1364.88,566425.2000000001
450,sudah,7,110,21,belum,13,24,70,neon,24,14,17,3914.8,1311.66,544338.9
6600,belum,2,80,23,sudah,19,5,390,led,38,5,84,9297.42,1700.7,2889489.3000000003
2200,sudah,2,220,16,sudah,4,17,250,neon,21,17,58,6886.07,1342.38,1938396.7200000002
900,belum,16,350,4,sudah,5,4,200,pijar,19,13,65,3121.57,1273.65,1721974.8
900,sudah,5,280,5,sudah,14,9,60,pijar,1,21,13,10891.84,444.99,601626.48
5500,belum,2,340,9,belum,11,4,200,led,26,14,46,1202.22,949.92,1613914.0799999998
2200,sudah,20,100,9,belum,16,12,230,neon,21,22,65,4078.35,2765.7,3993670.8
450,sudah,18,270,5,belum,19,21,330,led,30,3,8,7177.2,4700.7,1950790.5
3500,belum,6,80,20,sudah,18,5,330,pijar,12,3,48,8556.16,1230.84,2091197.16
6600,belum,16,60,15,belum,2,8,230,pijar,31,0,75,618.49,542.4,921537.6
5500,sudah,8,30,14,sudah,5,6,0,led,40,8,93,3367.6,993.6,1688126.4000000001
6600,belum,12,340,23,belum,8,9,40,pijar,40,18,17,4537.57,3268.8,5553691.2
2200,belum,7,260,24,belum,14,3,380,neon,30,22,35,2643.75,2482.2,3584296.8
450,sudah,3,320,2,belum,8,18,50,pijar,40,5,47,2042.43,555.6,230574.0
5500,sudah,2,30,17,sudah,9,0,180,neon,1,15,85,68.36,68.85,116976.15
6600,sudah,0,0,6,belum,13,4,220,neon,24,7,55,1012.07,620.4,1054059.5999999999
2200,belum,5,110,4,belum,3,9,120,neon,11,2,60,407.25,202.8,292843.2
1300,sudah,3,100,24,belum,15,3,400,pijar,25,14,38,1937.93,1155.0,1667820.0
5500,belum,4,180,3,belum,11,7,20,led,10,4,47,808.96,167.4,284412.60000000003
450,belum,1,360,20,sudah,10,19,240,led,31,12,38,17485.31,2008.08,833353.2
1300,belum,5,240,17,belum,3,6,200,pijar,37,11,67,2109.45,1538.07,2220973.08
6600,sudah,0,300,18,belum,12,1,230,neon,13,24,20,455.86,270.0,458730.0
2200,belum,12,120,19,sudah,8,17,30,pijar,34,1,100,12265.24,1045.2,1509268.8
900,belum,3,170,11,belum,16,6,170,pijar,27,3,9,1516.85,679.77,919049.0399999999
1300,sudah,9,350,4,belum,11,20,380,led,14,10,29,4298.17,3007.8,4343263.2
5500,belum,12,180,10,sudah,1,18,140,led,40,13,9,2308.3,864.0,1467936.0
1300,sudah,18,310,16,sudah,8,2,110,led,29,2,39,3602.53,2799.06,4041842.64
5500,sudah,3,190,13,sudah,13,5,60,pijar,10,2,16,5734.61,348.9,592781.1
3500,belum,5,310,7,sudah,9,22,400,led,3,18,87,18745.4,2842.44,4829305.5600000005
5500,sudah,15,160,19,sudah,1,18,400,neon,14,9,58,3033.56,1803.24,3063704.7600000002
3500,sudah,11,150,13,sudah,5,15,110,led,29,0,40,6980.22,891.0,1513809.0
1300,sudah,1,120,13,belum,10,1,360,led,36,23,94,2205.48,2489.76,3595213.4400000004
900,sudah,2,90,20,belum,12,15,40,neon,11,18,46,2125.37,597.24,807468.48
900,sudah,5,280,0,sudah,15,11,190,neon,37,22,81,16402.47,2918.52,3945839.04
1300,sudah,20,190,12,belum,19,22,230,neon,10,13,98,7364.22,4634.4,6692073.6
900,sudah,12,30,9,sudah,19,10,10,pijar,26,0,40,15978.5,154.2,208478.4
3500,belum,20,160,6,belum,4,17,350,pijar,31,9,11,2199.1,1382.07,2348136.9299999997
450,belum,8,80,14,belum,6,24,350,pijar,33,11,8,3386.77,1867.92,775186.8
1300,sudah,7,40,14,belum,2,3,0,led,12,3,13,184.42,131.64,190088.15999999997
1300,sudah,13,220,9,sudah,0,16,330,pijar,27,15,87,2184.94,1829.25,2641437.0
2200,sudah,19,270,4,sudah,13,5,230,neon,37,16,32,6978.95,1632.42,2357214.48
900,belum,18,20,8,sudah,2,9,50,pijar,8,6,67,1783.41,209.88,283757.76
900,belum,19,170,13,sudah,16,18,320,pijar,4,7,56,27296.14,4071.54,5504722.08
2200,belum,1,280,18,sudah,19,5,120,led,12,9,95,8569.84,801.0,1156644.0
6600,sudah,13,100,6,sudah,19,19,10,neon,31,23,13,30907.74,620.37,1054008.6300000001
5500,sudah,9,30,20,sudah,16,2,60,pijar,34,8,11,3436.96,309.36,525602.64
3500,belum,12,60,6,sudah,13,3,50,led,14,4,2,3427.68,191.46,325290.54000000004
3500,belum,2,260,17,sudah,6,7,30,led,35,21,60,4928.49,1626.0,2762574.0
450,sudah,10,320,1,belum,2,12,190,led,15,19,94,1079.1,1036.5,430147.5
6600,sudah,7,110,10,belum,8,21,50,pijar,35,10,85,3175.8,1375.5,2336974.5
3500,sudah,17,100,2,sudah,2,20,100,led,30,9,31,3765.6,473.1,803796.9
5500,belum,2,150,9,belum,12,8,200,pijar,33,9,72,2385.1,1298.52,2206185.48
5500,belum,3,300,6,sudah,17,10,0,led,39,16,0,14422.49,162.0,275238.0
900,sudah,14,90,1,sudah,8,22,170,neon,20,13,45,15794.51,1286.4,1739212.8
1300,sudah,17,70,23,belum,5,13,310,led,37,4,46,1957.67,1629.84,2353488.96
5500,sudah,4,190,18,sudah,0,7,70,led,5,22,88,587.21,700.8,1190659.2
3500,sudah,19,330,8,sudah,20,8,310,pijar,27,6,89,16341.07,3425.34,5819652.66
6600,belum,15,240,19,sudah,11,7,380,neon,20,1,96,8831.11,2987.4,5075592.600000001
6600,sudah,0,260,12,belum,11,20,180,pijar,3,5,44,2878.92,1207.8,2052052.2
3500,belum,17,220,17,sudah,10,14,240,led,34,16,22,14406.67,3274.44,5563273.5600000005
3500,sudah,9,200,14,sudah,20,3,270,led,1,15,67,6027.95,1272.15,2161382.85
6600,belum,2,170,7,belum,3,5,310,pijar,30,18,83,2319.13,1555.5,2642794.5
450,belum,12,260,14,sudah,6,22,180,pijar,5,20,61,12945.86,2206.2,915572.9999999999
1300,belum,8,350,3,sudah,9,12,60,led,32,18,5,9538.06,532.8,769363.2
1300,belum,11,150,18,belum,5,22,240,pijar,8,2,47,2363.03,1705.56,2462828.64
900,belum,3,50,13,belum,11,10,140,neon,24,21,91,2674.23,1896.42,2563959.8400000003
450,belum,14,60,22,belum,14,1,370,led,18,0,55,747.88,709.8,294567.0
2200,belum,19,110,9,sudah,16,23,240,pijar,35,18,50,35092.41,4158.9,6005451.6
6600,sudah,14,260,9,belum,9,2,40,pijar,27,18,88,2846.96,2287.44,3886360.56
900,belum,20,120,13,sudah,8,1,340,neon,36,9,21,1829.06,1221.72,1651765.44
900,sudah,19,280,2,sudah,13,3,220,pijar,38,12,36,4913.02,1069.08,1445396.16
5500,belum,8,10,3,sudah,14,5,100,led,25,16,85,6887.97,1237.2,2102002.8000000003
3500,sudah,6,250,20,belum,13,5,250,pijar,35,0,61,1677.08,1387.5,2357362.5
5500,sudah,0,130,21,belum,7,4,60,neon,32,9,19,540.25,214.56,364537.44
450,sudah,20,40,16,sudah,7,3,260,pijar,40,18,98,5199.49,2664.6,1105809.0
3500,belum,1,140,24,belum,20,4,320,led,11,3,77,1445.44,945.03,1605605.97
450,belum,1,190,15,belum,0,16,380,pijar,31,2,93,317.0,258.48,107269.20000000001
2200,belum,12,340,3,belum,19,24,40,led,2,21,73,4755.46,1006.38,1453212.72
900,belum,16,40,5,sudah,1,23,230,pijar,16,23,33,3079.23,619.02,836915.0399999999
2200,belum,15,10,2,belum,0,18,40,led,28,24,75,1332.73,1521.0,2196324.0
5500,belum,16,10,3,belum,16,1,130,neon,25,15,53,845.59,673.05,1143511.95
5500,belum,13,130,24,belum,7,19,90,neon,23,6,64,2727.83,1840.86,3127621.1399999997
2200,belum,10,110,3,belum,10,20,80,pijar,28,15,99,3922.72,1826.4,2637321.6
1300,sudah,2,190,15,belum,15,10,400,neon,29,15,30,3352.65,2362.5,3411450.0
3500,sudah,14,280,6,sudah,17,0,100,pijar,20,11,17,1053.73,817.8,1389442.2
5500,sudah,10,160,5,belum,10,9,20,neon,31,12,19,1354.78,506.04,859761.9600000001
2200,sudah,10,140,4,sudah,5,15,280,pijar,9,3,77,6981.36,860.37,1242374.28
450,sudah,17,220,3,sudah,11,18,70,led,11,15,18,17203.69,841.5,349222.5
6600,sudah,4,0,8,belum,1,17,360,pijar,0,20,22,298.32,183.6,311936.39999999997
900,sudah,4,290,3,belum,4,11,230,pijar,1,13,51,742.37,427.89,578507.28
6600,belum,11,240,4,sudah,6,21,130,led,24,15,4,11249.01,851.4,1446528.5999999999
1300,belum,13,360,18,sudah,7,20,0,led,9,19,38,13886.83,2722.14,3930770.1599999997
6600,belum,5,150,4,sudah,9,5,250,pijar,11,0,73,4089.46,427.5,726322.5
3500,sudah,6,130,24,sudah,17,6,130,neon,38,14,56,10223.54,1853.16,3148518.8400000003
900,belum,20,130,14,belum,5,16,360,neon,18,18,38,2724.57,2325.36,3143886.72
450,belum,11,350,9,sudah,8,6,240,neon,20,17,61,5748.07,2007.3,833029.5
450,sudah,6,110,5,sudah,9,0,210,pijar,11,13,39,471.59,266.31,110518.65
5500,belum,7,200,3,sudah,2,12,330,neon,14,10,13,2395.4,418.2,710521.7999999999
1300,sudah,5,230,9,sudah,1,4,120,led,11,11,46,753.0,491.88,710274.72
1300,sudah,14,140,4,sudah,15,5,110,neon,16,2,45,6688.99,525.9,759399.6
